Rank,Year,Position,Name,Age,Games,Plate_Appearances,At_Bats,Runs,Hits,Doubles,Triples,Home_Runs,Runs_Batted_In,Stolen_Bases,Caught_Stealing,Base_On_Balls,Strikeouts,Batting_Average,On_Base_Percentage,Slugging_Percentage,On_Base_Plus_Slugging_Percentage,On_Base_Plus_Slugging_Percentage_Plus,Total_Bases,Double_Plays_Grounded_Into,Times_Hit_By_Pitch,Sacrifice_Hits,Sacrifice_Flies,Intentional_Bases_on_Balls,Dominant_Hand,Switch_Hitter
35,1986,P,Dave Gumpert,28,38,5,5,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
36,1986,P,George Frazier,31,35,4,4,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
37,1986,P,Ron Davis,30,17,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
38,1986,P,Frank DiPino,29,30,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
39,1986,P,Dick Ruthven,35,6,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
1,1985,C,Jody Davis,28,142,536,482,47,112,30,0,17,58,1,0,48,83,0.232,0.3,0.4,0.7,87,193,14,0,2,4,5,Right,No
2,1985,1B,Leon Durham,27,153,607,542,58,153,32,2,21,75,7,6,64,99,0.282,0.357,0.465,0.822,120,252,5,0,0,1,24,Left,No
3,1985,2B,Ryne Sandberg,25,153,673,609,113,186,31,6,26,83,54,11,57,97,0.305,0.364,0.504,0.868,132,307,10,1,2,4,5,Right,No
4,1985,SS,Shawon Dunston,22,74,272,250,40,65,12,4,4,18,11,3,19,42,0.26,0.31,0.388,0.698,87,97,3,0,1,2,3,Right,No
5,1985,3B,Ron Cey,37,145,564,500,64,116,18,2,22,63,1,1,58,106,0.232,0.316,0.408,0.724,94,204,10,4,0,2,9,Right,No
6,1985,LF,Gary Matthews,34,97,362,298,45,70,12,0,13,40,2,0,59,64,0.235,0.362,0.406,0.768,107,121,8,2,0,3,2,Right,No
7,1985,CF,Bob Dernier,28,121,521,469,63,119,20,3,1,21,31,8,40,44,0.254,0.315,0.316,0.631,71,148,7,3,7,2,1,Right,No
8,1985,RF,Keith Moreland,31,161,667,587,74,180,30,3,14,106,12,3,68,58,0.307,0.374,0.44,0.814,119,258,14,1,2,9,7,Right,No
9,1985,OF,Davey Lopes,40,99,325,275,52,78,11,0,11,44,47,4,46,37,0.284,0.383,0.444,0.826,122,122,14,0,1,3,1,Right,No
10,1985,SS,Chris Speier,35,106,240,218,16,53,11,0,4,24,1,3,17,34,0.243,0.295,0.349,0.644,73,76,7,0,3,2,0,Right,No
11,1985,SS,Larry Bowa,39,72,212,195,13,48,6,4,0,13,5,1,11,20,0.246,0.285,0.318,0.603,62,62,3,0,5,1,2,Right,Yes
12,1985,LF,Thad Bosley,28,108,202,180,25,59,6,3,7,27,5,1,20,29,0.328,0.391,0.511,0.902,141,92,3,0,0,2,1,Left,No
13,1985,CF,Billy Hatcher,24,53,178,163,24,40,12,1,2,10,2,4,8,12,0.245,0.29,0.368,0.658,76,60,9,3,2,2,0,Right,No
14,1985,CI,Richie Hebner,37,83,128,120,10,26,2,0,3,22,0,1,7,15,0.217,0.266,0.308,0.574,54,37,2,1,0,0,1,Left,No
15,1985,C,Steve Lake,28,58,128,119,5,18,2,0,1,11,1,0,3,21,0.151,0.177,0.193,0.371,0,23,3,1,4,1,1,Right,No
16,1985,LF,Gary Woods,31,81,97,82,11,20,3,0,0,4,0,1,14,18,0.244,0.354,0.28,0.635,73,23,2,0,1,0,0,Right,No
17,1985,LF,Brian Dayett,28,22,27,26,1,6,0,0,1,4,0,0,0,6,0.231,0.259,0.346,0.605,62,9,1,1,0,0,0,Right,No
18,1985,IF,Dave Owen,27,22,20,19,6,7,0,0,0,4,1,1,1,5,0.368,0.4,0.368,0.768,109,7,0,0,0,0,0,Right,Yes
19,1985,UT,Chico Walker,27,21,12,12,3,1,0,0,0,0,1,0,0,5,0.083,0.083,0.083,0.167,-55,1,0,0,0,0,0,Right,Yes
20,1985,CF,Darrin Jackson,21,5,11,11,0,1,0,0,0,0,0,0,0,3,0.091,0.091,0.091,0.182,-51,1,0,0,0,0,0,Right,No
21,1985,P,Dennis Eckersley,30,26,65,56,1,7,0,0,1,1,0,0,7,25,0.125,0.222,0.179,0.401,9,10,0,0,2,0,0,Right,No
22,1985,P,Steve Trout,27,24,57,46,2,5,1,0,0,2,0,0,2,13,0.109,0.146,0.13,0.276,-25,6,0,0,9,0,0,Left,No
23,1985,P,Rick Sutcliffe,29,20,48,43,4,10,0,0,1,3,0,0,2,10,0.233,0.261,0.302,0.563,51,13,1,0,2,1,0,Left,No
24,1985,P,Ray Fontenot,27,38,45,41,2,2,0,0,0,0,0,0,0,18,0.049,0.049,0.049,0.098,-74,2,1,0,4,0,0,Left,No
25,1985,P,Scott Sanderson,28,19,39,31,1,2,0,0,0,1,0,0,1,17,0.065,0.121,0.065,0.186,-48,2,0,1,6,0,0,Right,No
26,1985,P,Dick Ruthven,34,20,30,24,1,5,0,0,0,1,0,1,0,7,0.208,0.208,0.208,0.417,13,5,1,0,6,0,0,Right,No
27,1985,P,Steve Engel,23,11,19,16,1,3,0,0,1,4,0,0,3,7,0.188,0.316,0.375,0.691,86,6,0,0,0,0,0,Right,No
28,1985,P,Derek Botelho,28,11,15,14,2,2,0,0,0,0,0,0,1,5,0.143,0.2,0.143,0.343,-6,2,0,0,0,0,0,Right,No
29,1985,P,Reggie Patterson,26,8,13,10,1,1,0,0,0,0,0,0,1,4,0.1,0.182,0.1,0.282,-22,1,0,0,2,0,0,Right,No
30,1985,P,Lary Sorensen,29,45,11,6,1,0,0,0,0,0,0,0,1,4,0.0,0.143,0.0,0.143,-58,0,1,0,4,0,0,Right,No
31,1985,P,Johnny Abrego,22,6,9,9,0,0,0,0,0,1,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
32,1985,P,Jay Baller,24,20,9,8,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
33,1985,P,Warren Brusstar,33,51,8,7,0,1,0,0,0,0,0,0,1,5,0.143,0.25,0.143,0.393,9,1,0,0,0,0,0,Right,No
34,1985,P,Lee Smith,27,65,7,6,0,0,0,0,0,0,0,0,1,5,0.0,0.143,0.0,0.143,-58,0,0,0,0,0,0,Right,No
35,1985,P,Larry Gura,37,5,7,6,0,0,0,0,0,0,0,0,1,4,0.0,0.143,0.0,0.143,-58,0,0,0,0,0,0,Right,Yes
36,1985,P,George Frazier,30,51,6,6,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
37,1985,P,Ron Meridith,28,32,5,4,0,1,0,0,0,0,0,0,1,1,0.25,0.4,0.25,0.65,79,1,0,0,0,0,0,Left,No
38,1985,P,Dave Gumpert,27,9,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
39,1985,P,Jon Perlman,28,6,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
40,1985,P,Dave Beard,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
1,1984,C,Jody Davis,27,150,579,523,55,134,25,2,19,94,5,6,47,99,0.256,0.315,0.421,0.736,99,220,20,1,1,7,15,Right,No
2,1984,1B,Leon Durham,26,137,548,473,86,132,30,4,23,96,16,8,69,86,0.279,0.369,0.505,0.874,136,239,8,1,0,5,11,Left,No
3,1984,2B,Ryne Sandberg,24,156,700,636,114,200,36,19,19,84,32,7,52,101,0.314,0.367,0.52,0.887,140,331,7,3,5,4,3,Right,No
4,1984,SS,Larry Bowa,38,133,423,391,33,87,14,2,0,17,10,4,28,24,0.223,0.274,0.269,0.542,49,105,4,0,3,1,5,Right,Yes
5,1984,3B,Ron Cey,36,146,580,505,71,121,27,0,25,97,3,2,61,108,0.24,0.324,0.442,0.766,107,223,10,6,0,8,10,Right,No
6,1984,LF,Gary Matthews,33,147,608,491,101,143,21,2,14,82,17,8,103,97,0.291,0.41,0.428,0.838,129,210,10,3,1,10,2,Right,No
7,1984,CF,Bob Dernier,27,143,612,536,94,149,26,5,3,32,45,17,63,60,0.278,0.356,0.362,0.718,97,194,5,2,11,0,0,Right,No
8,1984,RF,Keith Moreland,30,140,539,495,59,138,17,3,16,80,1,4,34,71,0.279,0.326,0.422,0.748,103,209,16,3,2,5,5,Right,No
9,1984,RF,Mel Hall,23,48,164,150,25,42,11,3,4,22,2,1,12,23,0.28,0.329,0.473,0.803,117,71,2,0,0,2,3,Left,No
10,1984,CF,Henry Cotto,23,105,160,146,24,40,5,0,0,8,9,3,10,23,0.274,0.325,0.308,0.633,74,45,1,1,3,0,2,Right,No
11,1984,OF,Gary Woods,30,87,116,98,13,23,4,1,3,10,2,1,15,21,0.235,0.333,0.388,0.721,96,38,3,0,2,1,0,Right,No
12,1984,OF,Thad Bosley,27,55,112,98,17,29,2,2,2,14,5,1,13,22,0.296,0.375,0.418,0.793,116,41,1,0,0,1,2,Left,No
13,1984,SS,Dave Owen,26,47,104,93,8,18,2,2,1,10,1,2,8,15,0.194,0.269,0.29,0.56,53,27,0,2,0,1,1,Right,Yes
14,1984,CI,Richie Hebner,36,44,91,81,12,27,3,0,2,8,1,0,10,15,0.333,0.407,0.444,0.851,132,36,2,0,0,0,2,Left,No
15,1984,SS,Tom Veryzer,31,44,83,74,5,14,1,0,0,4,0,0,3,11,0.189,0.259,0.203,0.462,28,15,3,4,2,0,1,Right,No
16,1984,OF,Jay Johnstone,38,52,80,73,8,21,2,2,0,3,0,0,7,18,0.288,0.35,0.37,0.72,97,27,2,0,0,0,4,Left,No
17,1984,C,Steve Lake,27,25,57,54,4,12,4,0,2,7,0,0,0,7,0.222,0.232,0.407,0.64,71,22,0,1,1,1,0,Right,No
18,1984,UT,Bill Buckner,34,21,46,43,3,9,0,0,0,2,0,0,1,1,0.209,0.239,0.209,0.448,23,9,1,1,0,1,1,Left,No
19,1984,UT,Ron Hassey,31,19,37,33,5,11,0,0,2,5,0,1,4,6,0.333,0.405,0.515,0.921,150,17,1,0,0,0,1,Left,No
20,1984,IF,Dan Rohn,28,25,33,31,1,4,0,0,1,3,0,0,1,6,0.129,0.152,0.226,0.377,2,7,1,0,0,1,0,Left,No
21,1984,UT,Davey Lopes,39,16,23,17,5,4,1,0,0,0,3,0,6,5,0.235,0.435,0.294,0.729,103,5,0,0,0,0,0,Right,No
22,1984,LF,Billy Hatcher,23,8,10,9,1,1,0,0,0,0,2,0,1,0,0.111,0.2,0.111,0.311,-13,1,0,0,0,0,1,Right,No
23,1984,P,Steve Trout,26,32,71,61,4,8,0,0,0,3,0,0,4,21,0.131,0.182,0.131,0.313,-13,8,1,0,5,1,0,Left,No
24,1984,P,Rick Sutcliffe,28,20,63,56,3,14,3,0,0,6,0,0,2,18,0.25,0.276,0.304,0.579,58,17,1,0,5,0,0,Left,No
25,1984,P,Dennis Eckersley,29,24,57,55,1,6,0,0,0,1,0,0,1,25,0.109,0.125,0.109,0.234,-36,6,1,0,1,0,0,Right,No
26,1984,P,Scott Sanderson,27,24,51,42,3,5,0,0,0,5,0,0,3,18,0.119,0.191,0.119,0.311,-13,5,0,1,4,1,0,Right,No
27,1984,P,Dick Ruthven,33,25,50,44,2,7,3,0,0,2,0,0,1,18,0.159,0.178,0.227,0.405,10,10,0,0,5,0,0,Right,No
28,1984,P,Rick Reuschel,35,20,36,29,2,7,3,0,0,3,0,0,2,8,0.241,0.281,0.345,0.626,70,10,1,0,4,1,0,Right,No
29,1984,P,Chuck Rainey,29,17,34,31,2,3,0,0,0,3,0,0,2,12,0.097,0.152,0.097,0.248,-31,3,0,0,1,0,0,Right,No
30,1984,P,Rich Bordi,25,31,20,19,0,1,0,0,0,0,0,0,1,7,0.053,0.1,0.053,0.153,-57,1,1,0,0,0,0,Right,No
31,1984,P,Lee Smith,26,69,14,13,0,1,0,0,0,1,0,0,0,8,0.077,0.077,0.077,0.154,-58,1,0,0,1,0,0,Right,No
32,1984,P,Tim Stoddard,31,58,12,11,0,1,0,0,0,0,0,0,0,5,0.091,0.091,0.091,0.182,-50,1,0,0,1,0,0,Right,No
33,1984,P,Dickie Noles,27,21,11,10,0,0,0,0,0,0,0,0,1,6,0.0,0.091,0.0,0.091,-73,0,0,0,0,0,0,Right,No
34,1984,P,Warren Brusstar,32,41,8,5,1,1,0,0,0,1,0,0,2,1,0.2,0.429,0.2,0.629,77,1,0,0,1,0,0,Right,No
35,1984,P,George Frazier,29,37,7,7,0,2,0,0,0,0,0,1,0,1,0.286,0.286,0.286,0.571,57,2,0,0,0,0,0,Right,No
36,1984,P,Reggie Patterson,25,3,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
37,1984,P,Porfi Altamirano,32,5,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
38,1984,P,Ron Meridith,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
39,1984,P,Don Schulze,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
40,1984,P,Bill Johnson,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,1983,C,Jody Davis,26,151,550,510,56,138,31,2,24,84,0,2,33,93,0.271,0.315,0.48,0.795,114,245,16,2,0,5,5,Right,No
2,1983,1B,Bill Buckner,33,153,665,626,79,175,38,6,16,66,12,4,25,30,0.28,0.31,0.436,0.746,102,273,10,5,4,5,5,Left,No
3,1983,2B,Ryne Sandberg,23,158,699,633,94,165,25,4,8,48,37,11,51,79,0.261,0.316,0.351,0.667,82,222,8,3,7,5,3,Right,No
4,1983,SS,Larry Bowa,37,147,545,499,73,133,20,5,2,43,7,3,35,30,0.267,0.312,0.339,0.651,78,169,3,0,6,4,1,Right,Yes
5,1983,3B,Ron Cey,35,159,658,581,73,160,33,1,24,90,0,0,62,85,0.275,0.346,0.46,0.805,118,267,20,5,1,9,11,Right,No
6,1983,LF,Leon Durham,25,100,409,337,58,87,18,8,12,55,12,6,66,83,0.258,0.381,0.466,0.847,131,157,4,3,0,3,12,Left,No
7,1983,CF,Mel Hall,22,112,458,410,60,116,23,5,17,56,6,6,42,101,0.283,0.352,0.488,0.84,128,200,4,3,1,2,6,Left,No
8,1983,RF,Keith Moreland,29,154,619,533,76,161,30,3,16,70,0,3,68,73,0.302,0.378,0.46,0.838,128,245,16,3,5,10,8,Right,No
9,1983,OF,Gary Woods,29,93,207,190,25,46,9,0,4,22,5,3,15,27,0.242,0.296,0.353,0.649,77,67,7,0,1,1,2,Right,No
10,1983,LF,Jay Johnstone,37,86,165,140,16,36,7,0,6,22,1,1,20,24,0.257,0.362,0.436,0.798,117,61,4,3,2,0,6,Left,No
11,1983,OF,Jerry Morales,34,63,95,87,11,17,9,0,0,11,0,0,7,19,0.195,0.253,0.299,0.551,50,26,1,0,0,1,0,Right,No
12,1983,1B,Carmelo Martinez,22,29,94,89,8,23,3,0,6,16,0,0,4,19,0.258,0.287,0.494,0.782,110,44,3,0,0,1,0,Right,No
13,1983,SS,Tom Veryzer,30,59,92,88,5,18,3,0,1,3,0,0,3,13,0.205,0.231,0.273,0.503,37,24,1,0,1,0,1,Right,No
14,1983,LF,Scot Thompson,27,53,91,88,4,17,3,1,0,10,0,0,3,14,0.193,0.22,0.25,0.47,28,22,4,0,0,0,0,Left,No
15,1983,C,Steve Lake,26,38,88,85,9,22,4,1,1,7,0,0,2,6,0.259,0.284,0.365,0.649,76,31,4,1,0,0,2,Right,No
16,1983,OF,Thad Bosley,26,43,83,72,12,21,4,1,2,12,1,1,10,12,0.292,0.373,0.458,0.832,126,33,0,0,0,1,1,Left,No
17,1983,OF,Joe Carter,23,23,52,51,6,9,1,1,0,1,1,0,0,21,0.176,0.176,0.235,0.412,12,12,1,0,1,0,0,Right,No
18,1983,LF,Wayne Nordhagen,34,21,37,35,1,5,1,0,1,4,0,0,0,5,0.143,0.162,0.257,0.419,13,9,2,1,0,1,0,Right,No
19,1983,2B,Dan Rohn,27,23,34,31,3,12,3,2,0,6,1,0,2,2,0.387,0.424,0.613,1.037,180,19,0,0,1,0,0,Left,No
20,1983,IF,Dave Owen,25,16,26,22,1,2,0,1,0,2,1,0,2,7,0.091,0.16,0.182,0.342,-7,4,0,0,1,1,0,Right,Yes
21,1983,IF,Junior Kennedy,32,17,24,22,3,3,0,0,0,3,0,0,1,6,0.136,0.167,0.136,0.303,-16,3,2,0,0,1,0,Right,No
22,1983,OF,Tom Grant,26,16,23,20,2,3,1,0,0,2,0,0,3,4,0.15,0.261,0.2,0.461,28,4,0,0,0,0,0,Left,No
23,1983,3B,Fritzie Connally,25,8,10,10,0,1,0,0,0,0,0,0,0,5,0.1,0.1,0.1,0.2,-45,1,0,0,0,0,0,Right,No
24,1983,C,Mike Diaz,23,6,7,7,2,2,1,0,0,1,0,0,0,0,0.286,0.286,0.429,0.714,93,3,0,0,0,0,0,Right,No
25,1983,,Jay Loviglio,27,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
26,1983,P,Chuck Rainey,28,34,72,56,4,9,0,0,0,0,0,0,6,20,0.161,0.242,0.161,0.403,12,9,0,0,10,0,0,Right,No
27,1983,P,Steve Trout,25,34,72,62,6,12,0,0,0,1,0,0,2,20,0.194,0.219,0.194,0.412,14,12,0,0,8,0,0,Left,No
28,1983,P,Fergie Jenkins,40,33,59,53,3,13,2,1,0,5,0,0,1,8,0.245,0.259,0.321,0.58,58,17,0,0,5,0,0,Right,No
29,1983,P,Dick Ruthven,32,25,59,53,5,12,1,0,0,3,0,0,2,13,0.226,0.255,0.245,0.5,37,13,2,0,4,0,0,Right,No
30,1983,P,Dickie Noles,26,24,42,38,1,9,1,0,0,5,0,0,1,17,0.237,0.256,0.263,0.52,42,10,0,0,3,0,0,Right,No
31,1983,P,Craig Lefferts,25,56,20,18,1,2,0,0,0,0,0,0,1,9,0.111,0.158,0.111,0.269,-25,2,0,0,1,0,0,Left,No
32,1983,P,Mike Proly,32,60,14,11,1,1,0,0,0,0,0,0,1,3,0.091,0.167,0.091,0.258,-28,1,0,0,2,0,0,Right,No
33,1983,P,Paul Moskau,29,8,13,11,2,2,1,0,0,0,0,0,0,0,0.182,0.182,0.273,0.455,23,3,0,0,2,0,0,Right,No
34,1983,P,Lee Smith,25,66,11,9,0,1,0,0,0,0,0,0,1,5,0.111,0.2,0.111,0.311,-13,1,0,0,1,0,0,Right,No
35,1983,P,Bill Campbell,34,82,10,10,0,1,0,0,0,1,0,0,0,3,0.1,0.1,0.1,0.2,-45,1,1,0,0,0,0,Right,No
36,1983,P,Reggie Patterson,24,5,8,6,1,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,2,0,0,Right,No
37,1983,P,Rick Reuschel,34,4,7,7,0,1,0,0,0,0,0,0,0,2,0.143,0.143,0.143,0.286,-22,1,0,0,0,0,0,Right,No
38,1983,P,Warren Brusstar,31,59,5,4,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
39,1983,P,Rich Bordi,24,11,4,4,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
40,1983,P,Don Schulze,20,4,3,1,0,0,0,0,0,0,0,0,1,1,0.0,0.5,0.0,0.5,48,0,0,0,1,0,0,Right,No
41,1983,P,Willie Hernández,28,11,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,174,1,0,0,0,0,0,Left,No
42,1983,P,Alan Hargesheimer,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
43,1983,P,Bill Johnson,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,1982,C,Jody Davis,25,130,466,418,41,109,20,2,12,52,0,1,36,92,0.261,0.316,0.404,0.72,99,169,6,1,4,7,4,Right,No
2,1982,1B,Bill Buckner,32,161,709,657,93,201,34,5,15,105,15,5,36,26,0.306,0.342,0.441,0.783,117,290,14,5,1,10,7,Left,No
3,1982,2B,Bump Wills,29,128,477,419,64,114,18,4,6,38,35,10,46,76,0.272,0.347,0.377,0.724,102,158,4,5,2,5,3,Right,Yes
4,1982,SS,Larry Bowa,36,142,549,499,50,123,15,7,0,29,8,3,39,38,0.246,0.302,0.305,0.606,69,152,10,1,9,1,5,Right,Yes
5,1982,3B,Ryne Sandberg,22,156,687,635,103,172,33,5,7,54,32,12,36,90,0.271,0.312,0.372,0.683,90,236,7,4,7,5,3,Right,No
6,1982,LF,Steve Henderson,29,92,283,257,23,60,12,4,2,29,6,5,22,64,0.233,0.293,0.335,0.627,74,86,4,0,3,1,3,Right,No
7,1982,CF,Gary Woods,28,117,270,245,28,66,15,1,4,30,3,3,21,48,0.269,0.327,0.388,0.715,98,95,4,0,4,0,2,Right,No
8,1982,RF,Leon Durham,24,148,609,539,84,168,33,7,22,90,28,14,66,77,0.312,0.388,0.521,0.909,151,281,11,2,0,2,14,Left,No
9,1982,UT,Keith Moreland,28,138,532,476,50,124,17,2,15,68,0,6,46,71,0.261,0.326,0.399,0.725,101,190,9,3,1,6,8,Right,No
10,1982,OF,Jay Johnstone,36,98,313,269,39,67,13,1,10,43,0,2,40,41,0.249,0.343,0.416,0.759,110,112,3,0,1,3,8,Left,No
11,1982,MI,Junior Kennedy,31,105,271,242,22,53,3,1,2,25,1,4,21,34,0.219,0.278,0.264,0.543,52,64,9,0,5,3,1,Right,No
12,1982,CF,Jerry Morales,33,65,126,116,14,33,2,2,4,30,1,2,9,7,0.284,0.333,0.44,0.773,114,51,5,0,0,1,1,Right,No
13,1982,3B,Pat Tabler,24,25,94,85,9,20,4,2,1,7,0,0,6,20,0.235,0.287,0.365,0.652,80,31,3,1,0,2,0,Right,No
14,1982,CF,Mel Hall,21,24,88,80,6,21,3,2,0,4,0,1,5,17,0.263,0.318,0.35,0.668,86,28,0,2,0,1,1,Left,No
15,1982,OF,Scot Thompson,26,49,79,74,11,27,5,1,0,7,0,1,5,4,0.365,0.405,0.459,0.865,140,34,2,0,0,0,0,Left,No
16,1982,LF,Bob Molinaro,32,65,72,66,6,13,1,0,1,12,1,1,6,5,0.197,0.264,0.258,0.521,46,17,0,0,0,0,1,Left,No
17,1982,UT,Dan Briggs,29,48,50,48,1,6,0,0,0,1,0,0,0,9,0.125,0.143,0.125,0.268,-25,6,1,1,1,0,0,Left,No
18,1982,SS,Scott Fletcher,23,11,28,24,4,4,0,0,0,1,1,0,4,5,0.167,0.286,0.167,0.452,29,4,0,0,0,0,0,Right,No
19,1982,UT,Ty Waller,25,17,24,21,4,5,0,0,0,1,0,0,2,5,0.238,0.304,0.238,0.542,53,5,0,0,1,0,0,Right,No
20,1982,OF,Héctor Cruz,29,17,21,19,1,4,1,0,0,0,0,0,2,4,0.211,0.286,0.263,0.549,54,5,1,0,0,0,0,Right,No
21,1982,C,Butch Benton,24,4,7,7,0,1,0,0,0,1,0,0,0,1,0.143,0.143,0.143,0.286,-20,1,0,0,0,0,0,Right,No
22,1982,C,Larry Cox,34,2,6,4,1,0,0,0,0,0,0,0,2,1,0.0,0.333,0.0,0.333,1,0,0,0,0,0,1,Right,No
23,1982,P,Fergie Jenkins,39,34,80,67,2,10,2,0,0,6,0,0,0,23,0.149,0.147,0.179,0.326,-10,12,0,0,12,1,0,Right,No
24,1982,P,Dickie Noles,25,31,62,56,5,6,3,0,0,2,0,0,1,35,0.107,0.121,0.161,0.281,-22,9,1,0,4,1,0,Right,No
25,1982,P,Doug Bird,32,35,60,56,0,8,1,0,0,3,0,0,0,20,0.143,0.143,0.161,0.304,-16,9,1,0,4,0,0,Right,No
26,1982,P,Randy Martz,26,28,55,42,6,6,2,0,0,6,0,0,6,17,0.143,0.25,0.19,0.44,24,8,1,0,7,0,0,Left,No
27,1982,P,Allen Ripley,29,28,40,38,3,5,0,0,0,1,0,0,0,10,0.132,0.132,0.132,0.263,-26,5,1,0,2,0,0,Right,No
28,1982,P,Mike Proly,31,44,19,14,0,4,1,0,0,1,0,0,0,1,0.286,0.286,0.357,0.643,78,5,0,0,5,0,0,Right,No
29,1982,P,Lee Smith,24,72,18,16,2,1,0,0,1,1,0,0,1,9,0.063,0.118,0.25,0.368,0,4,0,0,1,0,0,Right,No
30,1982,P,Tom Filer,25,8,13,12,1,1,1,0,0,0,0,0,0,7,0.083,0.083,0.167,0.25,-32,2,0,0,1,0,0,Right,No
31,1982,P,Dan Larson,27,12,11,11,2,3,0,0,0,0,0,0,0,2,0.273,0.273,0.273,0.545,52,3,0,0,0,0,0,Right,No
32,1982,P,Bill Campbell,33,62,7,7,0,1,0,0,0,0,0,0,0,3,0.143,0.143,0.143,0.286,-20,1,0,0,0,0,0,Right,No
33,1982,P,Dick Tidrow,35,65,6,6,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
34,1982,P,Willie Hernández,27,75,5,3,1,0,0,0,0,0,1,0,1,3,0.0,0.25,0.0,0.25,-25,0,0,0,1,0,0,Left,No
35,1982,P,Ken Kravec,30,13,4,3,0,0,0,0,0,0,0,0,1,1,0.0,0.25,0.0,0.25,-25,0,0,0,0,0,0,Left,No
36,1982,P,Herman Segelke,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
37,1982,P,Randy Stein,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,1981,C,Jody Davis,24,56,207,180,14,46,5,1,4,21,0,1,21,28,0.256,0.333,0.361,0.694,94,65,6,1,3,2,3,Right,No
2,1981,1B,Bill Buckner,31,106,453,421,45,131,35,3,10,75,5,2,26,16,0.311,0.349,0.48,0.829,130,202,17,1,0,5,9,Left,No
3,1981,2B,Pat Tabler,23,35,117,101,11,19,3,1,1,5,0,1,13,26,0.188,0.281,0.267,0.548,54,27,4,0,3,0,0,Right,No
4,1981,SS,Iván de Jesús,28,106,460,403,49,78,8,4,0,13,21,9,46,61,0.194,0.276,0.233,0.509,44,94,2,0,10,1,2,Right,No
5,1981,3B,Ken Reitz,30,82,286,260,10,56,9,1,2,28,0,0,15,56,0.215,0.261,0.281,0.541,52,73,9,3,2,6,3,Right,No
6,1981,LF,Steve Henderson,28,82,337,287,32,84,9,5,5,35,5,7,42,61,0.293,0.382,0.411,0.793,122,118,7,2,2,4,7,Right,No
7,1981,CF,Jerry Morales,32,84,272,245,27,70,6,2,1,25,1,1,22,29,0.286,0.343,0.339,0.682,92,83,6,1,1,3,0,Right,No
8,1981,RF,Leon Durham,23,87,355,328,42,95,14,6,10,35,25,11,27,53,0.29,0.344,0.46,0.804,124,151,6,0,0,0,6,Left,No
